STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DAEV,DAEV_ATTRIBUTES,DAWM,DAWM_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,MDEV,MDEV_ATTRIBUTES,MDWM,MDWM_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,SN32,SN32_ATTRIBUTES,SX32,SX32_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV03,WV03_ATTRIBUTES
USW00023065,3/31/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,267,0,50,0,,,,,,,,,,,,,67,X,,,,,,,1607,X,,,,,,,,,1606,W,,,,,,,161,W,,,709,X,,,220,X,230,X,,,,,0,0,,,116,X,139,X,,,83,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,4/1/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,156,0,-22,0,,,,,,,,,,,,,78,X,,,,,94,500,1928,X,,,,,78,0,222,0,1926,W,,,,,,,67,W,,,711,X,,,10,X,20,X,,,,,0,0,,,125,X,148,X,,,100,0,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,4/2/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,18,2400,13,0,0,0,67,0,-33,0,,,,,,,,,,,,,54,X,,,,,,,45,X,,,,,-6,X0,178,0,45,W,,,,,,,17,W,,,503,X,,,10,X,10,X,,,375,0,0,0,,,98,X,107,X,,,83,0,122,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,1,0,,,,,,
USW00023065,4/3/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,3,2400,0,T0,0,T0,67,0,-33,0,,,,,,,,,,,,,27,X,,,,,,,2201,X,,,,,-22,X0,72,0,1230,W,,,,,,,17,W,,,244,X,,,170,X,50,X,,,209,0,0,0,,,45,X,58,X,,,61,0,89,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,1,X,,,1,0,,,1,0,,,,,,
USW00023065,4/4/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,10,2400,0,0,0,0,133,0,-56,0,,,,,,,,,,,,,56,X,,,,,,,919,X,,,,,-17,X0,61,0,1841,W,,,,,,,39,W,,,346,X,,,160,X,140,X,,,140,0,0,0,,,116,X,139,X,,,44,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023065,4/5/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,114,2400,53,0,0,0,83,0,-11,0,,,,,,,,,,,,,73,X,,,,,,,1308,X,,,,,0,0,106,0,1307,W,,,,,,,39,W,,,171,X,,,320,X,320,X,,,253,0,0,0,,,139,X,170,X,,,39,0,61,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,1,0,,,,,,
USW00023065,4/6/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,206,0,-11,0,,,,,,,,,,,,,75,X,,,,,,,922,X,,,,,11,0,72,0,921,W,,,,,,,100,W,,,748,X,,,150,X,160,X,,,269,0,0,0,,,143,X,165,X,,,28,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,4/7/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,222,0,17,0,,,,,,,,,,,,,62,X,,,,,81,500,1637,X,,,,,6,0,189,0,1510,W,,,,,,,122,W,,,765,X,,,110,X,110,X,,,349,0,0,0,,,112,X,134,X,,,22,0,78,0,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,4/8/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,36,2400,0,0,0,0,172,0,17,0,,,,,,,,,,,,,129,X,,,,,91,500,1523,X,,,,,44,0,211,0,1406,W,,,,,,,94,W,,,679,X,,,320,X,310,X,,,269,0,0,0,,,268,X,317,X,,,50,0,117,0,1,0,,,,,,,,,,,,,1,0,,,,,,,1,X,,,,,1,0,,,,,,,,,,
USW00023065,4/9/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,T0,0,0,178,0,-11,0,,,,,,,,,,,,,73,X,,,,,102,500,2302,X,,,,,28,0,144,0,2301,W,,,,,,,83,W,,,769,X,,,320,X,320,X,,,422,0,0,0,,,206,X,246,X,,,67,0,172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,
USW00023065,4/10/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,T0,0,0,122,0,6,0,,,,,,,,,,,,,119,X,,,,,81,500,1144,X,,,,,28,0,161,0,1142,W,,,,,,,67,W,,,698,X,,,310,X,310,X,,,309,0,0,0,,,232,X,273,X,,,67,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023065,4/11/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,156,0,-28,0,,,,,,,,,,,,,48,X,,,,,,,927,X,,,,,0,0,122,0,1030,W,,,,,,,67,W,,,701,X,,,10,X,350,X,,,420,0,0,0,,,98,X,125,X,,,56,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,4/12/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,228,0,-6,0,,,,,,,,,,,,,79,X,,,,,152,500,909,X,,,,,17,0,100,0,1001,W,,,,,,,111,W,,,678,X,,,170,X,180,X,,,182,0,0,0,,,143,X,165,X,,,56,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,4/13/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,167,0,50,0,,,,,,,,,,,,,31,X,,,,,86,500,4,X,,,,,11,0,206,0,1257,W,,,,,,,111,W,,,154,X,,,150,X,60,X,,,357,0,0,0,,,76,X,89,X,,,67,0,128,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,,,,
USW00023065,4/14/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,254,2400,0,T0,0,0,111,0,-6,0,,,,,,,,,,,,,106,X,,,,,18,500,1426,X,,,,,72,0,167,0,1204,W,,,,,,,56,W,,,146,X,,,350,X,360,X,,,145,0,0,0,,,179,X,228,X,,,89,0,111,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,1,0,,,,,,
USW00023065,4/15/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,T0,0,0,56,0,-28,0,,,,,,,,,,,,,101,X,,,,,,,1457,X,,,,,-6,X0,106,0,1457,W,,,,,,,17,W,,,672,X,,,330,X,330,X,,,587,0,0,0,,,192,X,210,X,,,39,0,106,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,1,0,,,,,,
USW00023065,4/16/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,78,0,-44,0,,,,,,,,,,,,,93,X,,,,,,,1441,X,,,,,-6,X0,50,0,1332,W,,,,,,,17,W,,,774,X,,,310,X,330,X,,,396,0,0,0,,,161,X,192,X,,,28,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,4/17/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,122,0,-56,0,,,,,,,,,,,,,56,X,,,,,,,1015,X,,,,,-6,X0,67,0,1500,W,,,,,,,33,W,,,785,X,,,320,X,290,X,,,330,0,0,0,,,103,X,130,X,,,11,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,4/18/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,244,0,0,0,,,,,,,,,,,,,54,X,,,,,38,500,1603,X,,,,,0,0,139,0,1603,W,,,,,,,122,W,,,787,X,,,320,X,330,X,,,179,0,0,0,,,125,X,148,X,,,11,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,4/19/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,256,0,11,0,,,,,,,,,,,,,42,X,,,,,71,500,1124,X,,,,,0,0,211,0,1202,W,,,,,,,133,W,,,768,X,,,210,X,230,X,,,163,0,0,0,,,89,X,107,X,,,56,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,4/20/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,261,0,39,0,,,,,,,,,,,,,45,X,,,,,81,500,930,X,,,,,56,0,239,0,1202,W,,,,,,,150,W,,,753,X,,,320,X,350,X,,,449,0,0,0,,,103,X,125,X,,,83,0,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,4/21/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,200,0,67,0,,,,,,,,,,,,,66,X,,,,,94,500,705,X,,,,,83,0,256,0,718,W,,,,,,,133,W,,,240,X,,,340,X,340,X,,,,,0,0,,,152,X,174,X,,,106,0,150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,4/22/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,127,2400,0,T0,0,0,89,0,28,0,,,,,,,,,,,,,72,X,,,2,0,86,500,2128,X,,,171,0,78,0,194,0,2248,W,,,,,,,61,W,,,0,X,,,20,X,20,X,,,,,0,0,,,130,X,148,X,,,117,0,139,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,1,X,,,1,0,,,1,0,,,,,,
USW00023065,4/23/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,64,2400,25,0,0,T0,44,0,0,0,,,,,,,,,,,,,46,X,,,,,8,500,6,X,,,,,17,0,100,0,5,W,,,,,,,22,W,,,0,X,,,40,X,40,X,,,314,0,0,0,,,98,X,116,X,,,67,0,122,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,1,X,,,1,0,,,1,0,,,,,,
USW00023065,4/24/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,51,2400,0,0,0,0,61,0,22,0,,,,,,,,,,,,,35,X,,,,,15,500,1943,X,,,,,22,0,50,0,1933,W,,,,,,,44,W,,,0,X,,,100,X,110,X,,,196,0,0,0,,,80,X,98,X,,,56,0,67,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,
USW00023065,4/25/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,79,2400,0,T0,0,0,150,0,33,0,,,,,,,,,,,,,44,X,,,,,0,500,1758,X,,,,,22,0,72,0,1754,W,,,,,,,94,W,,,121,X,,,210,X,210,X,,,150,0,0,0,,,112,X,152,X,,,44,0,61,0,1,0,,,1,0,,,,,,,,,,,,,,,,,1,X,1,X,,,1,0,,,,,,,,,,
USW00023065,4/26/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,41,2400,0,0,0,0,172,0,22,0,,,,,,,,,,,,,34,X,,,,,3,500,1547,X,,,,,56,0,172,0,1545,W,,,,,,,100,W,,,488,X,,,290,X,290,X,,,142,0,0,0,,,112,X,125,X,,,56,0,100,0,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,
USW00023065,4/27/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,222,0,33,0,,,,,,,,,,,,,41,X,,,,,76,500,1230,X,,,,,61,0,194,0,1240,W,,,,,,,128,W,,,798,X,,,330,X,320,X,,,127,0,0,0,,,67,X,80,X,,,67,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,4/28/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,183,0,72,0,,,,,,,,,,,,,66,X,,,,,56,500,1714,X,,,,,61,0,222,0,1727,W,,,,,,,128,W,,,314,X,,,80,X,110,X,,,145,0,0,0,,,112,X,130,X,,,78,0,122,0,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,,,,
USW00023065,4/29/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,3,2400,0,0,0,0,89,0,67,0,,,,,,,,,,,,,67,X,,,,,64,500,1513,X,,,,,78,0,206,0,1630,W,,,,,,,78,W,,,0,X,,,100,X,100,X,,,249,0,0,0,,,98,X,112,X,,,100,0,122,0,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,1,X,,,1,0,,,,,,,,,,
USW00023065,4/30/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,8,2400,0,0,0,0,161,0,89,0,,,,,,,,,,,,,69,X,,,,,15,500,1526,X,,,,,67,0,100,0,1508,W,,,,,,,128,W,,,0,X,,,120,X,110,X,,,232,0,0,0,,,139,X,161,X,,,94,0,106,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,
USW00023065,5/1/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,211,2400,0,0,0,0,117,0,61,0,,,,,,,,,,,,,64,X,,,,,8,500,2209,X,,,,,83,0,139,0,2208,W,,,,,,,89,W,,,0,X,,,160,X,150,X,,,248,0,0,0,,,139,X,179,X,,,83,0,106,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,1,X,,,1,0,,,,,,,,,,
USW00023065,5/2/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,18,2400,0,0,0,0,183,0,61,0,,,,,,,,,,,,,68,X,,,,,41,500,204,X,,,,,72,0,122,0,159,W,,,,,,,122,W,,,330,X,,,140,X,140,X,,,278,0,0,0,,,116,X,139,X,,,72,0,94,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,
USW00023065,5/3/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,0,0,0,244,0,67,0,,,,,,,,,,,,,63,X,,,,,64,500,1641,X,,,,,72,0,200,0,1621,W,,,,,,,156,W,,,777,X,,,190,X,190,X,,,259,0,0,0,,,134,X,161,X,,,72,0,117,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023065,5/4/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,13,2400,0,0,0,0,167,0,61,0,,,,,,,,,,,,,93,X,,,,,97,500,808,X,,,,,72,0,228,0,1613,W,,,,,,,117,W,,,809,X,,,330,X,340,X,,,267,0,0,0,,,152,X,179,X,,,89,0,128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023065,5/5/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,156,0,44,0,,,,,,,,,,,,,113,X,,,,,64,500,1331,X,,,,,44,0,144,0,1330,W,,,,,,,100,W,,,827,X,,,320,X,330,X,,,391,0,0,0,,,174,X,215,X,,,83,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/6/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,156,0,28,0,,,,,,,,,,,,,113,X,,,,,89,500,1313,X,,,,,17,0,150,0,1143,W,,,,,,,94,W,,,841,X,,,320,X,310,X,,,423,0,0,0,,,192,X,246,X,,,61,0,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/7/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,211,0,6,0,,,,,,,,,,,,,61,X,,,,,137,500,803,X,,,,,6,0,139,0,843,W,,,,,,,111,W,,,844,X,,,300,X,300,X,,,365,0,0,0,,,116,X,148,X,,,83,0,144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/8/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,278,0,11,0,,,,,,,,,,,,,48,X,,,,,76,500,2116,X,,,,,17,0,211,0,2111,W,,,,,,,144,W,,,848,X,,,110,X,110,X,,,171,0,0,0,,,98,X,125,X,,,83,0,128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/9/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,311,0,106,0,,,,,,,,,,,,,101,X,,,,,84,500,1726,X,,,,,67,0,261,0,1724,W,,,,,,,211,W,,,804,X,,,160,X,160,X,,,208,0,0,0,,,197,X,232,X,,,106,0,172,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,,,,
USW00023065,5/10/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,53,2400,0,T0,0,0,194,0,44,0,,,,,,,,,,,,,75,X,,,,,104,500,1833,X,,,,,67,0,272,0,1834,W,,,,,,,122,W,,,534,X,,,320,X,310,X,,,457,0,0,0,,,139,X,165,X,,,139,0,217,0,1,0,,,,,1,0,,,,,,,,,,,,,,,1,X,,,,,1,0,,,1,0,,,,,,
USW00023065,5/11/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,150,0,39,0,,,,,,,,,,,,,40,X,,,,,76,500,1149,X,,,,,44,0,217,0,1148,W,,,,,,,94,W,,,685,X,,,340,X,330,X,,,298,0,0,0,,,80,X,98,X,,,111,0,161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/12/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,200,0,17,0,,,,,,,,,,,,,43,X,,,,,79,500,41,X,,,,,44,0,183,0,1338,W,,,,,,,111,W,,,854,X,,,260,X,260,X,,,150,0,0,0,,,72,X,80,X,,,94,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/13/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,244,0,50,0,,,,,,,,,,,,,122,X,,,,,84,500,823,X,,,,,39,0,239,0,1430,W,,,,,,,150,W,,,846,X,,,170,X,160,X,,,159,0,0,0,,,179,X,206,X,,,94,0,161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/14/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,278,0,78,0,,,,,,,,,,,,,57,X,,,,,107,500,1935,X,,,,,67,0,228,0,1932,W,,,,,,,178,W,,,605,X,,,10,X,20,X,,,528,0,0,0,,,107,X,134,X,,,117,0,172,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,,,,
USW00023065,5/15/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,0,0,0,222,0,72,0,,,,,,,,,,,,,50,X,,,,,114,500,2059,X,,,,,94,0,267,0,2100,W,,,,,,,150,W,,,526,X,,,80,X,90,X,,,241,0,0,0,,,94,X,107,X,,,144,0,194,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,1,X,,,1,0,,,,,,,,,,
USW00023065,5/16/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,81,2400,0,0,0,0,211,0,72,0,,,,,,,,,,,,,75,X,,,,,76,500,1959,X,,,,,83,0,228,0,1958,W,,,,,,,144,W,,,346,X,,,330,X,330,X,,,241,0,0,0,,,161,X,192,X,,,133,0,194,0,1,0,,,1,0,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,
USW00023065,5/17/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,0,0,0,178,0,61,0,,,,,,,,,,,,,51,X,,,,,46,500,717,X,,,,,67,0,211,0,722,W,,,,,,,122,W,,,632,X,,,320,X,310,X,,,327,0,0,0,,,107,X,125,X,,,122,0,161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023065,5/18/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,256,0,72,0,,,,,,,,,,,,,85,X,,,,,79,500,1059,X,,,,,50,0,200,0,1042,W,,,,,,,167,W,,,799,X,,,180,X,180,X,,,188,0,0,0,,,139,X,170,X,,,117,0,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/19/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,0,0,0,311,0,106,0,,,,,,,,,,,,,85,X,,,,,104,500,1535,X,,,,,56,0,244,0,1534,W,,,,,,,211,W,,,618,X,,,200,X,200,X,,,396,0,0,0,,,201,X,259,X,,,117,0,189,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023065,5/20/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,41,2400,0,0,0,0,200,0,67,0,,,,,,,,,,,,,42,X,,,,,91,500,1202,X,,,,,89,0,261,0,1212,W,,,,,,,133,W,,,275,X,,,20,X,340,X,,,303,0,0,0,,,107,X,125,X,,,144,0,194,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023065,5/21/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,239,0,50,0,,,,,,,,,,,,,49,X,,,,,33,500,2350,X,,,,,94,0,194,0,1431,W,,,,,,,144,W,,,768,X,,,160,X,180,X,,,164,0,0,0,,,103,X,130,X,,,106,0,161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/22/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,81,2400,0,0,0,0,294,0,117,0,,,,,,,,,,,,,78,X,,,,,84,500,1557,X,,,,,89,0,256,0,1556,W,,,,,,,206,W,,,603,X,,,210,X,210,X,,,238,0,0,0,,,197,X,232,X,,,117,0,183,0,,,,,1,0,,,,,,,,,,,,,,,1,X,,,,,,,1,0,,,,,,,,,,
USW00023065,5/23/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,228,0,83,0,,,,,,,,,,,,,29,X,,,,,81,500,1211,X,,,,,106,0,289,0,944,W,,,,,,,156,W,,,863,X,,,320,X,10,X,,,224,0,0,0,,,67,X,89,X,,,144,0,206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/24/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,267,0,100,0,,,,,,,,,,,,,31,X,,,,,81,500,1714,X,,,,,106,0,272,0,1701,W,,,,,,,183,W,,,852,X,,,30,X,30,X,,,95,0,0,0,,,76,X,94,X,,,139,0,178,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/25/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,183,0,100,0,,,,,,,,,,,,,38,X,,,,,61,500,1410,X,,,,,133,0,289,0,1347,W,,,,,,,144,W,,,847,X,,,220,X,240,X,,,98,0,0,0,,,67,X,80,X,,,150,0,183,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/26/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,222,0,94,0,,,,,,,,,,,,,56,X,,,,,46,500,957,X,,,,,100,0,183,0,1333,W,,,,,,,161,W,,,873,X,,,200,X,170,X,,,124,0,0,0,,,98,X,116,X,,,144,0,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/27/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,233,0,78,0,,,,,,,,,,,,,42,X,,,,,71,500,1704,X,,,,,100,0,244,0,1228,W,,,,,,,156,W,,,859,X,,,140,X,140,X,,,214,0,0,0,,,72,X,89,X,,,144,0,189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/28/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,250,0,89,0,,,,,,,,,,,,,43,X,,,,,53,500,1528,X,,,,,100,0,239,0,957,W,,,,,,,172,W,,,863,X,,,180,X,160,X,,,137,0,0,0,,,80,X,107,X,,,150,0,206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,5/29/1999,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,256,0,111,0,,,,,,,,,,,,,75,X,,,,,74,500,1329,X,,,,,117,0,272,0,1224,W,,,,,,,183,W,,,858,X,,,160,X,160,X,,,193,0,0,0,,,130,X,152,X,,,156,0,222,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,,,,
