STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00012844,6/26/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",401,",,0,2400",0,",,0",0,",,0",306,",,0",228,",,0",,,,,,,,,,,,,15,",,X",,,1438,",,X",,,1436,",,W",,,,,,,267,",,W",,,,,,,210,",,X",210,",,X",,,0,",,0",,,89,",,X",103,",,X",,,1,",,0",1,",,X",1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,6/27/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",30,",,0,2400",0,",,0",0,",,0",311,",,0",228,",,0",,,,,,,,,,,,,17,",,X",,,1758,",,X",,,1757,",,W",,,,,,,272,",,W",,,,,,,240,",,X",240,",,X",,,0,",,0",,,103,",,X",125,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,6/28/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",317,",,0",239,",,0",,,,,,,,,,,,,26,",,X",,,837,",,X",,,837,",,W",,,,,,,278,",,W",,,,,,,120,",,X",130,",,X",,,0,",,0",,,67,",,X",80,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,6/29/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",38,",,0,2400",0,",,0",0,",,0",294,",,0",233,",,0",,,,,,,,,,,,,24,",,X",,,1155,",,X",,,1155,",,W",,,,,,,267,",,W",,,,,,,70,",,X",70,",,X",,,0,",,0",,,94,",,X",103,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,6/30/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",152,",,0,2400",0,",,0",0,",,0",289,",,0",233,",,0",,,,,,,,,,,,,26,",,X",,,1156,",,X",,,1155,",,W",,,,,,,261,",,W",,,,,,,150,",,X",160,",,X",,,0,",,0",,,125,",,X",148,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/1/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",224,",,0,2400",0,",,0",0,",,0",306,",,0",217,",,0",,,,,,,,,,,,,35,",,X",,,1256,",,X",,,1256,",,W",,,,,,,261,",,W",,,,,,,140,",,X",140,",,X",,,0,",,0",,,116,",,X",134,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/2/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",8,",,0,2400",0,",,0",0,",,0",278,",,0",222,",,0",,,,,,,,,,,,,41,",,X",,,1413,",,X",,,1412,",,W",,,,,,,250,",,W",,,,,,,130,",,X",130,",,X",,,0,",,0",,,80,",,X",94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/3/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",43,",,0,2400",0,",,0",0,",,0",294,",,0",228,",,0",,,,,,,,,,,,,34,",,X",,,1825,",,X",,,1824,",,W",,,,,,,261,",,W",,,,,,,100,",,X",100,",,X",,,0,",,0",,,80,",,X",103,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/4/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",5,",,0,2400",0,",,0",0,",,0",306,",,0",244,",,0",,,,,,,,,,,,,49,",,X",,,946,",,X",,,936,",,W",,,,,,,278,",,W",,,,,,,100,",,X",110,",,X",,,0,",,0",,,80,",,X",98,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/5/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,"T,,0,2400",0,",,0",0,",,0",311,",,0",256,",,0",,,,,,,,,,,,,50,",,X",,,1108,",,X",,,1037,",,W",,,,,,,283,",,W",,,,,,,60,",,X",70,",,X",,,0,",,0",,,80,",,X",98,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/6/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",306,",,0",256,",,0",,,,,,,,,,,,,50,",,X",,,1208,",,X",,,1411,",,W",,,,,,,283,",,W",,,,,,,100,",,X",90,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/7/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",306,",,0",239,",,0",,,,,,,,,,,,,34,",,X",,,1409,",,X",,,1424,",,W",,,,,,,272,",,W",,,,,,,140,",,X",120,",,X",,,0,",,0",,,72,",,X",94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/8/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",3,",,0,2400",0,",,0",0,",,0",322,",,0",233,",,0",,,,,,,,,,,,,25,",,X",,,1457,",,X",,,1456,",,W",,,,,,,278,",,W",,,,,,,200,",,X",200,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/9/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",322,",,0",250,",,0",,,,,,,,,,,,,36,",,X",,,1432,",,X",,,1411,",,W",,,,,,,289,",,W",,,,,,,110,",,X",120,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/10/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",311,",,0",261,",,0",,,,,,,,,,,,,42,",,X",,,1531,",,X",,,1337,",,W",,,,,,,289,",,W",,,,,,,100,",,X",100,",,X",,,0,",,0",,,72,",,X",98,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/11/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",3,",,0,2400",0,",,0",0,",,0",322,",,0",233,",,0",,,,,,,,,,,,,39,",,X",,,2008,",,X",,,2007,",,W",,,,,,,278,",,W",,,,,,,260,",,X",260,",,X",,,0,",,0",,,98,",,X",112,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/12/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",317,",,0",233,",,0",,,,,,,,,,,,,30,",,X",,,1629,",,X",,,1628,",,W",,,,,,,278,",,W",,,,,,,110,",,X",120,",,X",,,0,",,0",,,67,",,X",76,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/13/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",317,",,0",239,",,0",,,,,,,,,,,,,32,",,X",,,1646,",,X",,,1514,",,W",,,,,,,278,",,W",,,,,,,110,",,X",110,",,X",,,0,",,0",,,76,",,X",94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/14/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",317,",,0",256,",,0",,,,,,,,,,,,,43,",,X",,,1513,",,X",,,1508,",,W",,,,,,,289,",,W",,,,,,,120,",,X",110,",,X",,,0,",,0",,,76,",,X",94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/15/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",8,",,0,2400",0,",,0",0,",,0",317,",,0",250,",,0",,,,,,,,,,,,,51,",,X",,,1627,",,X",,,1626,",,W",,,,,,,283,",,W",,,,,,,90,",,X",90,",,X",,,0,",,0",,,103,",,X",130,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/16/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,"T,,0,2400",0,",,0",0,",,0",317,",,0",256,",,0",,,,,,,,,,,,,45,",,X",,,1556,",,X",,,1554,",,W",,,,,,,289,",,W",,,,,,,70,",,X",70,",,X",,,0,",,0",,,89,",,X",103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/17/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",317,",,0",261,",,0",,,,,,,,,,,,,42,",,X",,,1457,",,X",,,1620,",,W",,,,,,,289,",,W",,,,,,,130,",,X",140,",,X",,,0,",,0",,,80,",,X",98,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/18/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,"T,,0,2400",0,",,0",0,",,0",317,",,0",256,",,0",,,,,,,,,,,,,42,",,X",,,1224,",,X",,,1359,",,W",,,,,,,289,",,W",,,,,,,130,",,X",130,",,X",,,0,",,0",,,80,",,X",98,",,X",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/19/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",322,",,0",261,",,0",,,,,,,,,,,,,40,",,X",,,1437,",,X",,,1559,",,W",,,,,,,294,",,W",,,,,,,100,",,X",90,",,X",,,0,",,0",,,67,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/20/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",328,",,0",267,",,0",,,,,,,,,,,,,35,",,X",,,1522,",,X",,,1430,",,W",,,,,,,300,",,W",,,,,,,80,",,X",90,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/21/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",328,",,0",250,",,0",,,,,,,,,,,,,26,",,X",,,1544,",,X",,,1434,",,W",,,,,,,289,",,W",,,,,,,80,",,X",60,",,X",,,0,",,0",,,67,",,X",80,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/22/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",333,",,0",244,",,0",,,,,,,,,,,,,27,",,X",,,1858,",,X",,,1824,",,W",,,,,,,289,",,W",,,,,,,270,",,X",300,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/23/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,"T,,0,2400",0,",,0",0,",,0",333,",,0",228,",,0",,,,,,,,,,,,,26,",,X",,,1434,",,X",,,1518,",,W",,,,,,,283,",,W",,,,,,,120,",,X",330,",,X",,,0,",,0",,,80,",,X",94,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/24/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",339,",,0",250,",,0",,,,,,,,,,,,,26,",,X",,,1640,",,X",,,1639,",,W",,,,,,,294,",,W",,,,,,,150,",,X",150,",,X",,,0,",,0",,,67,",,X",80,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/25/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",339,",,0",250,",,0",,,,,,,,,,,,,21,",,X",,,1521,",,X",,,1445,",,W",,,,,,,294,",,W",,,,,,,320,",,X",110,",,X",,,0,",,0",,,63,",,X",76,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/26/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",66,",,0,2400",0,",,0",0,",,0",339,",,0",233,",,0",,,,,,,,,,,,,19,",,X",,,1510,",,X",,,1456,",,W",,,,,,,289,",,W",,,,,,,340,",,X",360,",,X",,,0,",,0",,,103,",,X",130,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/27/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",10,",,0,2400",0,",,0",0,",,0",333,",,0",250,",,0",,,,,,,,,,,,,16,",,X",,,1438,",,X",,,1411,",,W",,,,,,,294,",,W",,,,,,,300,",,X",10,",,X",,,0,",,0",,,67,",,X",89,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/28/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",3,",,0,2400",0,",,0",0,",,0",339,",,0",250,",,0",,,,,,,,,,,,,19,",,X",,,1302,",,X",,,1301,",,W",,,,,,,294,",,W",,,,,,,30,",,X",40,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/29/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",25,",,0,2400",0,",,0",0,",,0",350,",,0",250,",,0",,,,,,,,,,,,,33,",,X",,,1413,",,X",,,1413,",,W",,,,,,,300,",,W",,,,,,,290,",,X",290,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/30/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",8,",,0,2400",0,",,0",0,",,0",344,",,0",250,",,0",,,,,,,,,,,,,30,",,X",,,1827,",,X",,,1516,",,W",,,,,,,300,",,W",,,,,,,160,",,X",200,",,X",,,0,",,0",,,72,",,X",103,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/31/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",28,",,0,2400",0,",,0",0,",,0",344,",,0",261,",,0",,,,,,,,,,,,,25,",,X",,,1417,",,X",,,1409,",,W",,,,,,,306,",,W",,,,,,,170,",,X",170,",,X",,,0,",,0",,,98,",,X",134,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,8/1/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",350,",,0",256,",,0",,,,,,,,,,,,,33,",,X",,,1446,",,X",,,1445,",,W",,,,,,,306,",,W",,,,,,,110,",,X",120,",,X",,,0,",,0",,,80,",,X",94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/2/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",344,",,0",250,",,0",,,,,,,,,,,,,32,",,X",,,2016,",,X",,,1442,",,W",,,,,,,300,",,W",,,,,,,270,",,X",170,",,X",,,0,",,0",,,72,",,X",89,",,X",,,1,",,0",,,1,",,0",,,,,,,,,1,",,0",,,,,,,1,",,X",,,,,,,,,,,,,,
USW00012844,8/3/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",339,",,0",239,",,0",,,,,,,,,,,,,22,",,X",,,1700,",,X",,,1710,",,W",,,,,,,289,",,W",,,,,,,300,",,X",320,",,X",,,0,",,0",,,67,",,X",72,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,
USW00012844,8/4/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",36,",,0,2400",0,",,0",0,",,0",322,",,0",244,",,0",,,,,,,,,,,,,26,",,X",,,1433,",,X",,,1437,",,W",,,,,,,283,",,W",,,,,,,140,",,X",150,",,X",,,0,",,0",,,94,",,X",107,",,X",,,1,",,0",,,1,",,0",,,,,,,,,1,",,0",,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/5/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",224,",,0,2400",0,",,0",0,",,0",328,",,0",239,",,0",,,,,,,,,,,,,21,",,X",,,1324,",,X",,,1324,",,W",,,,,,,283,",,W",,,,,,,180,",,X",180,",,W",,,0,",,0",,,116,",,X",152,",,W",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/6/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",15,",,0,2400",0,",,0",0,",,0",333,",,0",233,",,0",,,,,,,,,,,,,30,",,X",,,1403,",,X",,,1402,",,W",,,,,,,283,",,W",,,,,,,190,",,X",200,",,X",,,0,",,0",,,103,",,X",125,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,8/7/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",328,",,0",250,",,0",,,,,,,,,,,,,29,",,X",,,1542,",,X",,,1556,",,W",,,,,,,289,",,W",,,,,,,150,",,X",150,",,X",,,0,",,0",,,72,",,X",80,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/8/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",0,",,0",0,",,0",328,",,0",256,",,0",,,,,,,,,,,,,27,",,X",,,1434,",,X",,,1142,",,W",,,,,,,294,",,W",,,,,,,130,",,X",140,",,X",,,0,",,0",,,67,",,X",94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/9/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",257,",,0,2400",0,",,0",0,",,0",317,",,0",228,",,0",,,,,,,,,,,,,18,",,X",,,1133,",,X",,,1132,",,W",,,,,,,272,",,W",,,,,,,200,",,X",200,",,X",,,0,",,0",,,116,",,X",139,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/10/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",61,",,0,2400",0,",,0",0,",,0",344,",,0",239,",,0",,,,,,,,,,,,,25,",,X",,,1554,",,X",,,1554,",,W",,,,,,,294,",,W",,,,,,,320,",,X",320,",,X",,,0,",,0",,,116,",,X",134,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,8/11/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",5,",,0,2400",0,",,0",0,",,0",339,",,0",244,",,0",,,,,,,,,,,,,31,",,X",,,1323,",,X",,,1325,",,W",,,,,,,294,",,W",,,,,,,250,",,X",250,",,X",,,0,",,0",,,107,",,X",130,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,8/12/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",8,",,0,2400",0,",,0",0,",,0",328,",,0",250,",,0",,,,,,,,,,,,,28,",,X",,,1318,",,X",,,1317,",,W",,,,,,,289,",,W",,,,,,,240,",,X",240,",,X",,,0,",,0",,,107,",,X",125,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,8/13/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",3,",,0,2400",0,",,0",0,",,0",333,",,0",256,",,0",,,,,,,,,,,,,25,",,X",,,1322,",,X",,,1318,",,W",,,,,,,294,",,W",,,,,,,140,",,X",130,",,X",,,0,",,0",,,76,",,X",94,",,X",,,1,",,0",,,1,",,0",,,,,,,,,1,",,0",,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/14/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",3,",,0,2400",0,",,0",0,",,0",300,",,0",250,",,0",,,,,,,,,,,,,31,",,X",,,859,",,X",,,855,",,W",,,,,,,278,",,W",,,,,,,190,",,X",190,",,X",,,0,",,0",,,89,",,X",107,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,8/15/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",5,",,0,2400",0,",,0",0,",,0",333,",,0",239,",,0",,,,,,,,,,,,,30,",,X",,,1405,",,X",,,1405,",,W",,,,,,,289,",,W",,,,,,,130,",,X",130,",,X",,,0,",,0",,,89,",,X",103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,8/16/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,"T,,0,2400",0,",,0",0,",,0",333,",,0",256,",,0",,,,,,,,,,,,,34,",,X",,,1440,",,X",,,1504,",,W",,,,,,,294,",,W",,,,,,,60,",,X",30,",,X",,,0,",,0",,,76,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,8/17/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",544,",,0,2400",0,",,0",0,",,0",306,",,0",233,",,0",,,,,,,,,,,,,17,",,X",,,1523,",,X",,,1535,",,W",,,,,,,272,",,W",,,,,,,80,",,X",60,",,X",,,0,",,0",,,94,",,X",103,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/18/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",48,",,0,2400",0,",,0",0,",,0",272,",,0",239,",,0",,,,,,,,,,,,,21,",,X",,,942,",,X",,,941,",,W",,,,,,,256,",,W",,,,,,,150,",,X",140,",,X",,,0,",,0",,,63,",,X",76,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/19/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",76,",,0,2400",0,",,0",0,",,0",311,",,0",239,",,0",,,,,,,,,,,,,11,",,X",,,1540,",,X",,,1540,",,W",,,,,,,278,",,W",,,,,,,160,",,X",160,",,X",,,0,",,0",,,67,",,X",72,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/20/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",251,",,0,2400",0,",,0",0,",,0",322,",,0",239,",,0",,,,,,,,,,,,,25,",,X",,,1302,",,X",,,1301,",,W",,,,,,,283,",,W",,,,,,,220,",,X",230,",,X",,,0,",,0",,,89,",,X",116,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/21/1999,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",97,",,0,2400",0,",,0",0,",,0",317,",,0",228,",,0",,,,,,,,,,,,,29,",,X",,,442,",,X",,,442,",,W",,,,,,,272,",,W",,,,,,,160,",,X",150,",,X",,,0,",,0",,,103,",,X",134,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
